,bowler,runs_conceded,balls_bowled,wickets,bowl_avg,balls_per_wicket,false_shot%,econ,%career_balls
372,Mahuru Dai,515,773,17,30.29,45.47,0.0,4.0,82.94
373,Joginder Sharma,16,24,0,inf,inf,16.67,4.0,100.0
374,Ben Lister,4,6,0,inf,inf,50.0,4.0,3.85
375,Nosthush Kenjige,1067,1602,31,34.42,51.68,3.06,4.0,85.3
376,Colin de Grandhomme,714,1072,21,34.0,51.05,18.56,4.0,69.12
377,Dwaine Pretorius,355,533,17,20.88,31.35,15.01,4.0,46.59
378,Chris Sole,635,951,37,17.16,25.7,8.41,4.01,63.74
379,Akif Raja,143,214,3,47.67,71.33,0.0,4.01,93.04
380,Marco Jansen,279,417,14,19.93,29.79,33.33,4.01,38.22
381,Ehsan Khan,368,551,19,19.37,29.0,1.27,4.01,69.05
382,Mark Wood,903,1350,24,37.62,56.25,25.04,4.01,40.87
383,Imran Tahir,2145,3203,108,19.86,29.66,19.2,4.02,57.78
384,Nosaina Pokana,467,697,21,22.24,33.19,0.0,4.02,72.15
385,Kasun Rajitha,432,644,18,24.0,35.78,23.91,4.02,42.09
386,Richard Ngarava,792,1181,25,31.68,47.24,19.14,4.02,60.16
387,Mitchell Starc,2385,3561,140,17.04,25.44,29.51,4.02,56.92
388,Pat Cummins,1386,2067,62,22.35,33.34,24.72,4.02,45.0
389,Jamie Dalrymple,236,351,5,47.2,70.2,21.94,4.03,41.64
390,Clint McKay,1374,2045,67,20.51,30.52,25.18,4.03,68.72
391,John Hastings,422,628,19,22.21,33.05,19.9,4.03,42.23
392,Ajantha Mendis,1791,2669,99,18.09,26.96,18.47,4.03,64.94
393,Michael Bracewell,318,474,12,26.5,39.5,18.99,4.03,64.23
394,Steven Taylor,805,1199,33,24.39,36.33,1.42,4.03,80.63
395,David Willey,1084,1614,57,19.02,28.32,22.68,4.03,50.11
396,Bernard Loots,106,158,5,21.2,31.6,3.8,4.03,56.23
397,Wanindu Hasaranga,695,1035,44,15.8,23.52,22.42,4.03,40.1
398,Ben Wheeler,119,177,1,119.0,177.0,19.77,4.03,57.28
399,Hiren Varaiya,1100,1633,35,31.43,46.66,0.18,4.04,74.63
400,Lewis Gregory,66,98,3,22.0,32.67,25.51,4.04,84.48
401,Rizwan Cheema,589,874,23,25.61,38.0,4.23,4.04,69.81
402,Shannon Gabriel,370,549,17,21.76,32.29,27.87,4.04,47.41
403,Akila Dananjaya,551,816,18,30.61,45.33,18.14,4.05,40.9
404,Kyle Abbott,581,861,21,27.67,41.0,21.72,4.05,65.68
405,Ross Lyons,404,599,11,36.73,54.45,0.17,4.05,90.9
406,Iain Wardlaw,465,689,20,23.25,34.45,2.61,4.05,60.6
407,Stuart Clark,929,1373,36,25.81,38.14,21.34,4.06,74.22
408,Ashley Giles,360,532,8,45.0,66.5,14.1,4.06,68.21
409,Kyle Klein,21,31,2,10.5,15.5,0.0,4.06,56.36
410,Alasdair Evans,810,1197,39,20.77,30.69,4.09,4.06,62.25
411,Chad Soper,1447,2138,54,26.8,39.59,4.54,4.06,81.95
412,Mohammed Siraj,778,1146,44,17.68,26.05,28.71,4.07,62.76
413,Andre Botha,592,872,17,34.82,51.29,5.16,4.07,76.49
414,Devendra Bishoo,817,1203,24,34.04,50.12,19.37,4.07,59.23
415,Ashish Nehra,1072,1579,39,27.49,40.49,24.13,4.07,52.13
416,Amila Aponso,118,174,5,23.6,34.8,17.24,4.07,41.13
417,Deepak Chahar,218,321,14,15.57,22.93,25.86,4.07,62.45
418,Anil Kumble,293,431,11,26.64,39.18,15.55,4.08,63.2
419,Jason Kila,125,184,6,20.83,30.67,0.0,4.08,79.31
420,Barinder Sran,130,191,6,21.67,31.83,29.32,4.08,63.04
421,Craig Overton,142,209,5,28.4,41.8,21.05,4.08,67.86
422,Mohammad Irfan,1444,2126,57,25.33,37.3,25.26,4.08,68.14
423,Graeme Cremer,2284,3356,96,23.79,34.96,10.52,4.08,72.55
424,Ravi Rampaul,1516,2227,64,23.69,34.8,20.75,4.08,64.72
425,Lonwabo Tsotsobe,1490,2192,68,21.91,32.24,20.03,4.08,73.78
426,Harishankar Shah,34,50,0,inf,inf,0.0,4.08,83.33
427,Nicholas Kirton,53,78,3,17.67,26.0,23.08,4.08,86.67
428,Harrison Carlyon,64,94,1,64.0,94.0,3.19,4.09,52.22
429,Makhaya Ntini,1837,2693,78,23.55,34.53,22.58,4.09,75.73
430,Michael Mason,400,587,17,23.53,34.53,23.17,4.09,68.41
431,Akeem Jordan,30,44,1,30.0,44.0,34.09,4.09,66.67
432,Hazrat Bilal,128,188,8,16.0,23.5,3.72,4.09,69.63
433,Mehidy Hasan Miraz,1876,2749,66,28.42,41.65,15.75,4.09,59.83
434,Lasith Malinga,4331,6354,206,21.02,30.84,23.72,4.09,59.03
435,Aqib Ilyas,421,616,19,22.16,32.42,0.32,4.1,80.21
436,Andre Nel,1524,2230,70,21.77,31.86,22.38,4.1,81.48
437,Abdul Razzaq,1432,2097,41,34.93,51.15,18.22,4.1,61.51
438,Mark Gillespie,682,998,22,31.0,45.36,17.74,4.1,63.85
439,Pratis GC,86,126,2,43.0,63.0,19.84,4.1,99.21
440,Thilan Thushara,679,993,30,22.63,33.1,20.54,4.1,60.96
441,Sompal Kami,1112,1625,50,22.24,32.5,3.14,4.11,68.68
442,Mohammad Wasim,291,425,17,17.12,25.0,24.24,4.11,44.13
443,John Reva,208,304,9,23.11,33.78,0.0,4.11,76.19
444,Mohammad Tauqir,117,171,4,29.25,42.75,15.2,4.11,45.97
445,Sohag Gazi,471,688,16,29.44,43.0,13.37,4.11,74.78
446,Kyle Coetzer,132,192,2,66.0,96.0,1.04,4.12,69.57
447,Kraigg Brathwaite,22,32,0,inf,inf,15.62,4.12,21.05
448,Graeme Swann,1853,2700,71,26.1,38.03,14.52,4.12,71.43
449,Monty Panesar,633,922,15,42.2,61.47,17.57,4.12,70.11
450,Tawanda Mupariwa,742,1080,31,23.94,34.84,14.26,4.12,68.88
451,Arafat Sunny,392,570,19,20.63,30.0,17.54,4.13,68.67
452,Mahedi Hasan,227,330,8,28.38,41.25,14.24,4.13,62.38
453,Naeem Islam,783,1138,20,39.15,56.9,9.31,4.13,65.1
454,Gavin Tonge,155,225,5,31.0,45.0,28.89,4.13,74.5
455,Ashton Turner,53,77,1,53.0,77.0,16.88,4.13,91.67
456,Keshav Maharaj,748,1086,27,27.7,40.22,18.05,4.13,48.96
457,Andrew Hall,1101,1599,52,21.17,30.75,24.45,4.13,75.35
458,Taijul Islam,456,661,25,18.24,26.44,16.19,4.14,62.95
459,Benjamin Ward,109,158,6,18.17,26.33,10.13,4.14,65.29
460,Shaun Udal,29,42,1,29.0,42.0,9.52,4.14,100.0
461,Tendai Chatara,2038,2952,78,26.13,37.85,17.04,4.14,69.08
462,Alei Nao,588,852,19,30.95,44.84,2.93,4.14,77.38
463,Peter Siddle,371,538,8,46.38,67.25,21.56,4.14,59.58
464,James Cameron-Dow,116,168,4,29.0,42.0,19.64,4.14,87.5
465,Sachithra Senanayake,1012,1466,32,31.62,45.81,15.42,4.14,62.14
466,Dominic Wesonga,27,39,2,13.5,19.5,0.0,4.15,92.86
467,Sanath Jayasuriya,1123,1624,42,26.74,38.67,14.35,4.15,60.62
468,Stuart Thompson,195,282,6,32.5,47.0,2.13,4.15,50.0
469,Aaron Phangiso,607,877,22,27.59,39.86,18.93,4.15,80.76
470,Craig Williams,173,250,2,86.5,125.0,0.0,4.15,86.21
471,Robiul Islam,38,55,1,38.0,55.0,34.55,4.15,41.35
472,Shoriful Islam,710,1026,38,18.68,27.0,27.58,4.15,62.3
473,Dhananjaya Lakshan,9,13,0,inf,inf,15.38,4.15,19.7
474,Anderson Cummins,112,162,2,56.0,81.0,13.58,4.15,55.1
475,Mominul Haque,146,211,7,20.86,30.14,10.43,4.15,90.17
476,Tangeni Lungameni,618,892,31,19.94,28.77,3.7,4.16,82.82
477,Khurram Chohan,514,742,17,30.24,43.65,1.48,4.16,66.49
478,Qais Ahmad,34,49,3,11.33,16.33,28.57,4.16,37.69
479,Ajmal Shahzad,263,379,15,17.53,25.27,22.96,4.16,64.79
480,Mitchell Santner,1913,2761,59,32.42,46.8,14.49,4.16,56.62
481,Ben Hilfenhaus,560,808,18,31.11,44.89,19.31,4.16,65.43
482,Ajit Agarkar,1296,1868,48,27.0,38.92,20.34,4.16,65.2
483,Daren Sammy,2350,3388,62,37.9,54.65,14.2,4.16,69.04
484,Amit Mishra,898,1294,50,17.96,25.88,21.79,4.16,70.29
485,Dilon Heyliger,214,309,9,23.78,34.33,22.98,4.16,74.82
486,Marlon Samuels,1620,2330,36,45.0,64.72,13.65,4.17,64.79
487,Sanjayan Thuraisingam,41,59,2,20.5,29.5,0.0,4.17,81.94
488,Shane Harwood,25,36,1,25.0,36.0,33.33,4.17,60.0
489,Wellington Masakadza,645,928,21,30.71,44.19,7.22,4.17,59.87
490,Peter Connell,242,348,9,26.89,38.67,0.86,4.17,74.36
491,Roston Chase,651,936,20,32.55,46.8,14.96,4.17,60.19
492,Khaled Ahmed,48,69,2,24.0,34.5,17.39,4.17,86.25
493,Ryan ten Doeschate,513,738,24,21.38,30.75,2.03,4.17,63.95
494,Clayton Floyd,159,229,3,53.0,76.33,12.66,4.17,60.42
495,Sulieman Benn,944,1357,25,37.76,54.28,14.89,4.17,56.26
496,Charith Asalanka,66,95,5,13.2,19.0,27.37,4.17,48.47
497,Taskin Ahmed,1424,2049,53,26.87,38.66,23.47,4.17,59.77
498,Lungi Ngidi,798,1146,26,30.69,44.08,27.31,4.18,43.66
499,Adam Milne,890,1279,24,37.08,53.29,19.08,4.18,56.95
500,Josh Little,571,820,34,16.79,24.12,20.12,4.18,47.05
501,Nasir Hossain,517,742,13,39.77,57.08,9.3,4.18,59.08
502,Deepak Hooda,37,53,2,18.5,26.5,15.09,4.19,35.33
503,Ben Cutting,143,205,5,28.6,41.0,22.93,4.19,94.91
504,Nuwan Pradeep,771,1104,28,27.54,39.43,22.1,4.19,46.92
505,Safyaan Sharif,1923,2751,76,25.3,36.2,4.83,4.19,72.45
506,Abhishek Paradkar,65,93,3,21.67,31.0,8.6,4.19,64.58
507,Tillakaratne Dilshan,2143,3058,58,36.95,52.72,11.9,4.2,58.5
508,Matthew Parker,241,344,10,24.1,34.4,0.0,4.2,82.49
509,Stuart Whittingham,77,110,3,25.67,36.67,0.0,4.2,43.14
510,Lucas Oluoch,49,70,4,12.25,17.5,0.0,4.2,72.92
511,Praveen Jayawickrama,35,50,1,35.0,50.0,24.0,4.2,25.25
512,Alzarri Joseph,1325,1893,52,25.48,36.4,25.67,4.2,54.44
513,Bilal Khan,1280,1828,67,19.1,27.28,6.13,4.2,75.29
514,Muthumudalige Pushpakumara,21,30,0,inf,inf,26.67,4.2,100.0
515,Harvir Baidwan,622,886,20,31.1,44.3,6.21,4.21,63.79
516,Ashton Agar,321,457,10,32.1,45.7,14.22,4.21,41.62
517,Imran Haider,468,667,25,18.72,26.68,0.0,4.21,70.96
518,Thinus Fourie,47,67,1,47.0,67.0,10.45,4.21,46.85
519,Ravindra Jadeja,3565,5081,127,28.07,40.01,17.38,4.21,52.0
520,Junaid Siddique,1084,1545,44,24.64,35.11,8.35,4.21,72.47
521,Bilal Asif,92,131,5,18.4,26.2,14.5,4.21,99.24
522,Shehan Madushanka,26,37,3,8.67,12.33,35.14,4.22,100.0
523,Jason Mohammed,228,324,7,32.57,46.29,15.12,4.22,73.64
524,RP Singh,1037,1474,40,25.92,36.85,26.93,4.22,57.2
525,Cole McConchie,38,54,1,38.0,54.0,12.96,4.22,32.14
526,Sohail Tanvir,1293,1839,42,30.79,43.79,25.67,4.22,61.77
527,Matthew Kuhnemann,107,152,4,26.75,38.0,17.11,4.22,66.67
528,Will Jacks,57,81,1,57.0,81.0,24.69,4.22,53.29
529,Tendai Chisoro,453,644,20,22.65,32.2,5.43,4.22,71.71
530,Ramesh Powar,732,1040,22,33.27,47.27,20.29,4.22,69.71
531,Charlton Tshuma,19,27,0,inf,inf,33.33,4.22,40.91
532,Blessing Muzarabani,957,1360,34,28.15,40.0,19.41,4.22,58.67
533,Semo Kamea,491,698,19,25.84,36.74,13.61,4.22,69.38
534,Michael Rippon,208,296,10,20.8,29.6,2.03,4.22,73.63
535,James Tredwell,1007,1432,33,30.52,43.39,13.97,4.22,68.06
536,Yasir Shah,523,743,20,26.15,37.15,17.63,4.22,57.46
537,Xavier Doherty,1311,1859,41,31.98,45.34,14.63,4.23,66.56
538,Dougie Brown,50,71,2,25.0,35.5,0.0,4.23,43.83
539,Umar Gul,2391,3393,100,23.91,33.93,24.82,4.23,62.2
540,Fareed Ahmad,300,426,15,20.0,28.4,15.49,4.23,64.84
541,Shaun Tait,738,1047,39,18.92,26.85,33.43,4.23,61.26
542,Pieter Seelaar,1158,1644,33,35.09,49.82,1.82,4.23,69.16
543,Neil Carter,115,163,5,23.0,32.6,0.0,4.23,93.14
544,Nathan Hauritz,1164,1647,40,29.1,41.18,20.1,4.24,69.55
545,Fayyaz Ahmed,104,147,0,inf,inf,0.0,4.24,90.74
546,Tim Bresnan,1711,2422,60,28.52,40.37,20.6,4.24,57.27
547,Nikita Miller,1144,1620,36,31.78,45.0,9.57,4.24,77.22
548,Irfan Pathan,1751,2478,77,22.74,32.18,19.69,4.24,56.43
549,Andrew Tye,48,68,3,16.0,22.67,26.47,4.24,17.48
550,George Dockrell,2311,3272,77,30.01,42.49,4.4,4.24,68.47
551,Tinashe Panyangara,1276,1804,31,41.16,58.19,13.19,4.24,71.3
552,Pikky Ya France,474,669,13,36.46,51.46,0.6,4.25,77.34
553,Travis Head,279,394,10,27.9,39.4,14.47,4.25,37.42
554,Tim Southee,3585,5064,131,27.37,38.66,18.62,4.25,62.89
555,Sunil Dhaniram,670,946,20,33.5,47.3,2.64,4.25,80.65
556,Nathan Lyon,741,1045,22,33.68,47.5,20.29,4.25,64.27
557,Elijah Otieno,455,642,17,26.76,37.76,4.36,4.25,67.65
558,David Payne,34,48,1,34.0,48.0,37.5,4.25,88.89
559,Shane Getkate,134,189,7,19.14,27.0,8.47,4.25,98.44
560,Pragyan Ojha,308,435,12,25.67,36.25,17.93,4.25,49.66
561,Shahid Afridi,4809,6791,174,27.64,39.03,19.66,4.25,65.31
562,Grant Elliott,497,702,22,22.59,31.91,13.68,4.25,55.15
563,Hasan Ali,1079,1523,48,22.48,31.73,23.37,4.25,47.49
564,Shane Watson,2499,3523,98,25.5,35.95,19.9,4.26,64.37
565,Willie Gavera,98,138,2,49.0,69.0,0.0,4.26,72.25
566,Brendan Nash,140,197,2,70.0,98.5,3.05,4.26,66.78
567,Berend Westdijk,27,38,0,inf,inf,10.53,4.26,24.36
568,Kane Richardson,398,560,11,36.18,50.91,19.46,4.26,42.65
569,Yamin Ahmadzai,200,282,5,40.0,56.4,9.22,4.26,82.94
570,Aarif Sheikh,378,533,4,94.5,133.25,3.75,4.26,79.55
571,Brad Evans,230,324,9,25.56,36.0,19.14,4.26,61.48
572,Imad Wasim,1069,1507,33,32.39,45.67,16.06,4.26,62.71
573,Nathan Coulter-Nile,570,801,21,27.14,38.14,16.73,4.27,47.71
574,Azmatullah Omarzai,386,543,9,42.89,60.33,15.65,4.27,62.34
575,Mohammad Naveed,867,1218,31,27.97,39.29,3.04,4.27,64.58
576,Jeffrey Vandersay,378,531,15,25.2,35.4,22.41,4.27,57.72
577,Sam Curran,406,570,20,20.3,28.5,25.79,4.27,44.36
578,Johan Botha,1892,2655,45,42.04,59.0,12.28,4.28,69.25
579,Nazmul Hossain,743,1041,30,24.77,34.7,11.43,4.28,75.49
580,Zulfiqar Babar,132,185,3,44.0,61.67,12.97,4.28,62.93
581,Nawroz Mangal,167,234,5,33.4,46.8,1.28,4.28,81.25
582,Chanaka Welegedara,159,223,5,31.8,44.6,26.46,4.28,47.96
583,Malachi Jones,129,181,4,32.25,45.25,2.21,4.28,67.79
584,Dean Elgar,67,94,1,67.0,94.0,5.32,4.28,96.91
585,Chris Morris,644,903,21,30.67,43.0,22.92,4.28,47.58
586,Kuldeep Yadav,2043,2862,92,22.21,31.11,21.94,4.28,55.14
587,Veerasammy Permaul,187,262,7,26.71,37.43,21.37,4.28,79.15
588,Abdur Rauf,85,119,6,14.17,19.83,26.89,4.29,54.09
589,Agha Salman,161,225,2,80.5,112.5,16.44,4.29,54.09
590,Chris Gayle,1590,2225,44,36.14,50.57,13.66,4.29,57.7
591,Duncan Allan,80,112,2,40.0,56.0,0.0,4.29,100.0
592,Kinchit Shah,40,56,4,10.0,14.0,0.0,4.29,50.91
593,David Bernard,336,470,10,33.6,47.0,18.3,4.29,77.18
594,Stuart Broad,2774,3879,112,24.77,34.63,22.58,4.29,63.2
595,Bikram Sob,78,109,5,15.6,21.8,0.0,4.29,85.83
596,Jai Prakash Yadav,204,285,5,40.8,57.0,8.77,4.29,78.95
597,Michael Neser,83,116,1,83.0,116.0,21.55,4.29,52.49
598,Lakshmipathy Balaji,58,81,1,58.0,81.0,27.16,4.3,33.47
599,Bas de Leede,495,690,22,22.5,31.36,16.96,4.3,52.31
600,Tafadzwa Kamungozi,336,469,7,48.0,67.0,14.71,4.3,73.63
601,Dilhara Fernando,1704,2377,69,24.7,34.45,21.75,4.3,61.93
602,Faraz Akram,43,60,0,inf,inf,13.33,4.3,50.0
603,John Davison,179,249,1,179.0,249.0,7.63,4.31,49.4
604,Garnett Kruger,51,71,1,51.0,71.0,15.49,4.31,49.65
605,Brett Geeves,61,85,3,20.33,28.33,16.47,4.31,90.43
606,Dhananjaya de Silva,787,1095,25,31.48,43.8,14.79,4.31,48.62
607,Jimmy Hansra,196,273,4,49.0,68.25,3.66,4.31,61.35
608,Brian Vitori,578,805,24,24.08,33.54,16.15,4.31,67.31
609,Ruchira Perera,324,450,11,29.45,40.91,19.56,4.32,61.98
610,William O’Rourke,36,50,0,inf,inf,18.0,4.32,44.25
611,John Mooney,751,1042,26,28.88,40.08,3.45,4.32,61.08
612,Graham Hume,252,350,9,28.0,38.89,15.14,4.32,54.26
613,Jeremy Gordon,208,289,14,14.86,20.64,7.96,4.32,63.66
614,Dwayne Smith,1240,1722,41,30.24,42.0,16.67,4.32,72.08
615,Junaid Khan,1738,2412,70,24.83,34.46,22.8,4.32,66.69
616,Mohammad Sami,491,682,16,30.69,42.62,19.79,4.32,66.34
617,Jimmy Kamande,824,1143,21,39.24,54.43,0.7,4.33,72.8
618,Riley Hekure,539,747,20,26.95,37.35,7.36,4.33,78.14
619,Khawar Ali,959,1329,36,26.64,36.92,2.63,4.33,83.53
620,Haris Rauf,458,635,21,21.81,30.24,20.0,4.33,34.6
621,Javed Ahmadi,223,309,7,31.86,44.14,3.24,4.33,70.23
622,Naved-ul-Hasan,1301,1803,50,26.02,36.06,22.35,4.33,62.84
623,Saqib Ali,13,18,0,inf,inf,5.56,4.33,30.0
624,Sikandar Raza,2186,3028,56,39.04,54.07,9.31,4.33,65.67
625,Doug Bracewell,508,704,20,25.4,35.2,14.77,4.33,69.22
626,Fahad Alhashmi,60,83,2,30.0,41.5,3.61,4.34,50.61
627,Stephen Parry,76,105,4,19.0,26.25,10.48,4.34,92.11
628,Wiaan Mulder,165,228,6,27.5,38.0,15.35,4.34,50.67
629,Jason Gillespie,596,824,15,39.73,54.93,12.86,4.34,86.92
630,Rusty Theron,402,555,15,26.8,37.0,7.21,4.35,70.79
631,Lega Siaka,164,226,3,54.67,75.33,0.0,4.35,93.78
632,Ayaan Khan,608,839,20,30.4,41.95,4.41,4.35,72.02
633,Sese Bau,425,586,9,47.22,65.11,2.73,4.35,82.19
634,Max Sorensen,282,389,8,35.25,48.62,4.37,4.35,71.38
635,Shafiul Islam,1077,1487,35,30.77,42.49,19.7,4.35,58.77
636,Mick Lewis,90,124,2,45.0,62.0,13.71,4.35,35.53
637,Pargat Singh,61,84,2,30.5,42.0,2.38,4.36,100.0
638,Yannic Cariah,186,256,5,37.2,51.2,26.17,4.36,42.88
639,Nikhil Dutta,183,252,4,45.75,63.0,1.59,4.36,87.5
640,Michael Swart,125,172,1,125.0,172.0,0.0,4.36,48.59
641,Albert van der Merwe,299,411,9,33.22,45.67,0.0,4.36,96.48
642,Moeen Ali,2164,2973,55,39.35,54.05,12.78,4.37,49.61
643,Michael Kasprowicz,496,681,17,29.18,40.06,9.69,4.37,97.29
644,Tom Cooper,269,369,10,26.9,36.9,3.25,4.37,57.93
645,Kaushal Lokuarachchi,225,309,10,22.5,30.9,13.27,4.37,87.29
646,Ehsan Adil,78,107,2,39.0,53.5,5.61,4.37,47.35
647,James Franklin,1308,1794,27,48.44,66.44,17.0,4.37,68.89
648,Mukesh Kumar,134,184,3,44.67,61.33,38.59,4.37,76.99
649,Simon Atai,35,48,0,inf,inf,0.0,4.38,100.0
650,Michael Leask,1194,1636,45,26.53,36.36,4.16,4.38,70.67
651,Graham Onions,100,137,4,25.0,34.25,27.01,4.38,67.16
652,Sohaib Maqsood,35,48,1,35.0,48.0,12.5,4.38,88.89
653,Ravichandran Ashwin,2798,3833,98,28.55,39.11,18.76,4.38,60.77
654,Waqas Barkat,57,78,0,inf,inf,0.0,4.38,86.67
655,Kevin Sinclair,162,222,6,27.0,37.0,20.27,4.38,58.12
656,Brad Hogg,1799,2459,75,23.99,32.79,23.51,4.39,78.14
657,Douglas Hondo,134,183,6,22.33,30.5,13.11,4.39,97.86
658,Lendl Simmons,49,67,1,49.0,67.0,5.97,4.39,42.41
659,Jacques Kallis,1739,2371,57,30.51,41.6,17.0,4.4,72.09
660,Wayne Parnell,1313,1789,54,24.31,33.13,24.09,4.4,55.23
661,Sean Williams,2538,3457,57,44.53,60.65,8.88,4.4,73.73
662,Ravi Bopara,842,1148,25,33.68,45.92,20.99,4.4,61.52
663,Mohammad Nawaz,616,840,23,26.78,36.52,15.83,4.4,47.35
664,Dhawal Kulkarni,270,368,9,30.0,40.89,19.84,4.4,61.44
665,Russel Arnold,66,90,1,66.0,90.0,12.22,4.4,57.69
666,Scott Styris,1260,1715,35,36.0,49.0,13.47,4.41,66.4
667,George Linde,47,64,1,47.0,64.0,18.75,4.41,70.33
668,Lance Morris,58,79,2,29.0,39.5,26.58,4.41,89.77
669,Upul Chandana,300,408,9,33.33,45.33,18.63,4.41,66.45
670,Shoaib Malik,2017,2745,54,37.35,50.83,17.52,4.41,65.62
671,Shahbaz Ahmed,103,140,3,34.33,46.67,17.14,4.41,89.74
672,Suraj Randiv,478,650,10,47.8,65.0,14.77,4.41,45.2
673,Ashley Nurse,910,1235,25,36.4,49.4,15.38,4.42,51.85
674,Paul Stirling,1234,1677,29,42.55,57.83,3.7,4.42,68.62
675,Jan Nicol Loftie-Eaton,304,413,14,21.71,29.5,0.0,4.42,89.59
676,Binura Fernando,34,46,1,34.0,46.0,4.35,4.43,30.07
677,Miguel Cummins,184,249,4,46.0,62.25,21.69,4.43,54.49
678,Saad Bin Zafar,381,516,13,29.31,39.69,8.14,4.43,78.18
679,Shadab Khan,1481,2007,55,26.93,36.49,18.93,4.43,59.2
680,Kevin O'Brien,2190,2968,87,25.17,34.11,2.32,4.43,73.01
681,Yuzvendra Chahal,1421,1925,65,21.86,29.62,18.86,4.43,51.36
682,Andrew White,471,636,22,21.41,28.91,3.14,4.44,91.64
683,Vinay Kumar,692,935,20,34.6,46.75,22.03,4.44,64.93
684,Sohail Khan,369,499,12,30.75,41.58,24.05,4.44,74.59
685,Chris Mpofu,1794,2427,58,30.93,41.84,11.08,4.44,67.49
686,CP Rizwan,40,54,1,40.0,54.0,0.0,4.44,93.1
687,Mohammad Shahzad,122,165,6,20.33,27.5,0.0,4.44,72.37
688,Dan Christian,351,474,14,25.07,33.86,16.88,4.44,65.2
689,Joel Paris,20,27,1,20.0,27.0,25.93,4.44,27.84
690,Keith Dabengwa,511,690,17,30.06,40.59,5.94,4.44,73.17
691,Paul Collingwood,2011,2710,56,35.91,48.39,15.39,4.45,65.74
692,Matthew Hoggard,149,201,4,37.25,50.25,14.93,4.45,60.18
693,Dylan Budge,89,120,0,inf,inf,7.5,4.45,79.47
694,Nathan Ellis,95,128,4,23.75,32.0,21.88,4.45,33.07
695,Kushal Bhurtel,219,295,11,19.91,26.82,0.0,4.45,92.48
696,Steve Tikolo,796,1072,26,30.62,41.23,1.03,4.46,75.23
697,Rob Taylor,332,447,11,30.18,40.64,0.89,4.46,64.22
698,Ishant Sharma,1449,1951,54,26.83,36.13,25.37,4.46,51.78
699,Richie Berrington,793,1068,25,31.72,42.72,2.25,4.46,69.13
700,Calum MacLeod,478,641,10,47.8,64.1,1.09,4.47,67.4
701,Glenn Rogers,132,177,2,66.0,88.5,0.0,4.47,57.28
702,Wessly Madhevere,326,438,8,40.75,54.75,7.99,4.47,54.34
703,Nelson Odhiambo,236,317,5,47.2,63.4,0.0,4.47,94.63
704,Nisarg Patel,1021,1370,34,30.03,40.29,3.87,4.47,84.83
705,James Faulkner,1329,1781,46,28.89,38.72,19.26,4.48,55.33
706,Justin Kemp,504,675,14,36.0,48.21,18.07,4.48,88.58
707,Alex Cusack,1162,1556,48,24.21,32.42,3.08,4.48,81.42
708,Luke Wright,596,797,12,49.67,66.42,16.81,4.49,76.56
709,Andy Blignaut,157,210,6,26.17,35.0,18.1,4.49,72.16
710,Mark Adair,896,1197,30,29.87,39.9,20.97,4.49,55.21
711,Ebadot Hossain,274,366,15,18.27,24.4,34.15,4.49,67.53
712,Tabraiz Shamsi,849,1134,27,31.44,42.0,25.75,4.49,45.63
713,Beuran Hendricks,143,191,3,47.67,63.67,24.61,4.49,49.23
714,Preston Mommsen,63,84,2,31.5,42.0,0.0,4.5,60.43
715,Divan la Cock,9,12,0,inf,inf,0.0,4.5,100.0
716,Ragheb Aga,201,268,4,50.25,67.0,0.0,4.5,81.21
717,James Pattinson,313,417,10,31.3,41.7,24.94,4.5,56.89
718,Curtis Campher,344,459,11,31.27,41.73,21.57,4.5,44.74
719,James Vince,18,24,1,18.0,24.0,16.67,4.5,57.14
720,Usman Mushtaq,9,12,0,inf,inf,0.0,4.5,100.0
721,Al-Amin Hossain,338,451,16,21.12,28.19,24.61,4.5,68.02
722,Piyush Chawla,664,885,19,34.95,46.58,25.31,4.5,67.3
723,Nathan McCullum,1715,2287,38,45.13,60.18,11.59,4.5,64.64
724,Shuvagata Hom,9,12,0,inf,inf,8.33,4.5,100.0
725,Ahsan Malik,273,364,9,30.33,40.44,0.0,4.5,74.9
726,Hamish Bennett,367,489,12,30.58,40.75,19.22,4.5,54.64
727,Kedar Jadhav,445,593,12,37.08,49.42,13.49,4.5,49.96
728,Subashis Roy,45,60,1,45.0,60.0,23.33,4.5,100.0
729,Faisal Hossain,27,36,1,27.0,36.0,0.0,4.5,49.32
730,Michael Yardy,704,939,17,41.41,55.24,12.89,4.5,70.34
731,Roger Telemachus,109,145,4,27.25,36.25,29.66,4.51,63.6
732,Gus Atkinson,121,161,3,40.33,53.67,25.47,4.51,42.04
733,Cameron Green,333,442,13,25.62,34.0,25.79,4.52,58.39
734,Michael Clarke,1105,1468,27,40.93,54.37,14.24,4.52,73.66
735,Jasdeep Singh,671,890,18,37.28,49.44,6.18,4.52,81.88
736,Sisanda Magala,61,81,2,30.5,40.5,22.22,4.52,23.34
737,Norman Vanua,1371,1820,44,31.16,41.36,2.03,4.52,75.83
738,Vishwa Fernando,98,130,3,32.67,43.33,27.69,4.52,43.62
739,Chamu Chibhabha,834,1106,22,37.91,50.27,14.2,4.52,65.99
740,Barry McCarthy,898,1189,39,23.03,30.49,8.33,4.53,53.56
741,Sandeep Jyoti,86,114,1,86.0,114.0,0.0,4.53,95.0
742,Hamid Hassan,1068,1410,43,24.84,32.79,4.04,4.54,73.25
